Disease Name,Bad Ingredients,Safe Nutrients,Bad Nutrients,Bad Nutrients Safe Limits (mg/g)
Type 2 Diabetes,"sugar, white rice, soda, sweets","Antioxidants, Potassium, Omega-3","Saturated Fat, Alcohol, Carbohydrates, Cholesterol","Saturated Fat: 20 g, Alcohol: 100 g, Carbohydrates: 100 g, Cholesterol: 300 mg"
Atherosclerosis,"red meat, fried food, sugar","Magnesium, Fiber","Cholesterol, Calories, Alcohol","Cholesterol: 300 mg, Calories: 800 kcal, Alcohol: 100 g"
Atherosclerosis - Stage 1,"red meat, fried food, sugar",Antioxidants,"Caffeine, Fat","Caffeine: 100 mg, Fat: 100 g"
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Vitamin C, Fiber, Omega-3","Fat, Cholesterol, Sodium","Fat: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Fiber, Omega-3",Cholesterol,Cholesterol: 300 mg
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Magnesium, Potassium",Cholesterol,Cholesterol: 300 mg
Atherosclerosis,"red meat, fried food, sugar","Antioxidants, Potassium, Magnesium",Alcohol,Alcohol: 100 g
Metabolic Syndrome,"red meat, fried food, sugar","Antioxidants, Fiber","Carbohydrates, Alcohol, Sodium, Sugar","Carbohydrates: 100 g, Alcohol: 100 g, Sodium: 2300 mg, Sugar: 36 g"
Migraine - Stage 2,"red meat, fried food, sugar","Omega-3, Fiber",Caffeine,Caffeine: 100 mg
Coronary Artery Disease - Stage 1,"trans fats, red meat, sugary foods","Fiber, Vitamin C","Sodium, Calories","Sodium: 2300 mg, Calories: 800 kcal"
Hyperlipidemia,"red meat, fried food, sugar","Omega-3, Fiber, Potassium",Caffeine,Caffeine: 100 mg
Atherosclerosis - Stage 3,"red meat, fried food, sugar","Magnesium, Potassium","Calories, Carbohydrates, Saturated Fat","Calories: 800 kcal, Carbohydrates: 100 g, Saturated Fat: 20 g"
Hypertension - Stage 2,"salt, pickles, canned soup, bacon","Omega-3, Magnesium, Antioxidants","Sugar, Carbohydrates","Sugar: 36 g, Carbohydrates: 100 g"
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets",Fiber,Sodium,Sodium: 2300 mg
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Potassium, Omega-3, Fiber",Cholesterol,Cholesterol: 300 mg
Coronary Artery Disease,"trans fats, red meat, sugary foods",Magnesium,"Sugar, Alcohol, Calories, Saturated Fat","Sugar: 36 g, Alcohol: 100 g, Calories: 800 kcal, Saturated Fat: 20 g"
Migraine,"red meat, fried food, sugar","Magnesium, Antioxidants","Caffeine, Carbohydrates, Sugar","Caffeine: 100 mg, Carbohydrates: 100 g, Sugar: 36 g"
Hypertension,"salt, pickles, canned soup, bacon",Potassium,"Fat, Calories, Alcohol, Sodium","Fat: 100 g, Calories: 800 kcal, Alcohol: 100 g, Sodium: 2300 mg"
Obesity - Stage 2,"junk food, soda, sweets, fried items","Magnesium, Omega-3","Alcohol, Cholesterol, Calories","Alcohol: 100 g, Cholesterol: 300 mg, Calories: 800 kcal"
Migraine - Stage 2,"red meat, fried food, sugar","Potassium, Antioxidants",Caffeine,Caffeine: 100 mg
Celiac Disease,"wheat, barley, rye","Vitamin C, Fiber","Saturated Fat, Caffeine","Saturated Fat: 20 g, Caffeine: 100 mg"
Sleep Apnea,"red meat, fried food, sugar","Antioxidants, Fiber","Carbohydrates, Sugar, Caffeine, Sodium","Carbohydrates: 100 g, Sugar: 36 g, Caffeine: 100 mg, Sodium: 2300 mg"
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets","Fiber, Potassium, Omega-3","Alcohol, Sodium, Saturated Fat, Fat","Alcohol: 100 g, Sodium: 2300 mg, Saturated Fat: 20 g, Fat: 100 g"
Heart Failure - Stage 3,"trans fats, red meat, sugary foods","Omega-3, Vitamin C, Magnesium","Carbohydrates, Sugar, Cholesterol, Alcohol","Carbohydrates: 100 g, Sugar: 36 g, Cholesterol: 300 mg, Alcohol: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Antioxidants, Fiber",Saturated Fat,Saturated Fat: 20 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon","Fiber, Vitamin C","Carbohydrates, Sodium, Sugar","Carbohydrates: 100 g, Sodium: 2300 mg, Sugar: 36 g"
Migraine,"red meat, fried food, sugar","Magnesium, Vitamin C, Antioxidants",Calories,Calories: 800 kcal
Hyperlipidemia - Stage 3,"red meat, fried food, sugar","Magnesium, Vitamin C",Caffeine,Caffeine: 100 mg
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Antioxidants, Omega-3",Sugar,Sugar: 36 g
Sleep Apnea,"red meat, fried food, sugar","Vitamin C, Omega-3, Antioxidants",Carbohydrates,Carbohydrates: 100 g
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Vitamin C, Antioxidants",Sodium,Sodium: 2300 mg
Migraine - Stage 1,"red meat, fried food, sugar","Potassium, Magnesium, Antioxidants","Alcohol, Sodium, Calories","Alcohol: 100 g, Sodium: 2300 mg, Calories: 800 kcal"
Fatty Liver Disease,"alcohol, fried foods, red meat",Magnesium,Fat,Fat: 100 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Fiber,Sodium,Sodium: 2300 mg
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Omega-3, Potassium","Cholesterol, Alcohol","Cholesterol: 300 mg, Alcohol: 100 g"
GERD - Stage 2,"red meat, fried food, sugar","Antioxidants, Magnesium, Fiber","Carbohydrates, Calories, Sodium","Carbohydrates: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Gout - Stage 3,"mutton, chicken, alcohol, organ meats","Magnesium, Potassium, Omega-3","Saturated Fat, Alcohol, Calories, Sodium","Saturated Fat: 20 g, Alcohol: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Hypothyroidism - Stage 1,"red meat, fried food, sugar","Potassium, Antioxidants","Alcohol, Saturated Fat, Fat","Alcohol: 100 g, Saturated Fat: 20 g, Fat: 100 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets",Vitamin C,Sugar,Sugar: 36 g
Atherosclerosis,"red meat, fried food, sugar","Antioxidants, Potassium","Caffeine, Fat, Alcohol","Caffeine: 100 mg, Fat: 100 g, Alcohol: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Fiber, Omega-3","Saturated Fat, Sodium, Calories, Fat","Saturated Fat: 20 g, Sodium: 2300 mg, Calories: 800 kcal, Fat: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Vitamin C, Antioxidants, Fiber",Alcohol,Alcohol: 100 g
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Antioxidants, Potassium","Sugar, Caffeine, Cholesterol","Sugar: 36 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Hypertension - Stage 2,"salt, pickles, canned soup, bacon","Omega-3, Potassium, Fiber",Carbohydrates,Carbohydrates: 100 g
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Omega-3, Antioxidants",Alcohol,Alcohol: 100 g
Polycystic Ovary Syndrome - Stage 1,"red meat, fried food, sugar","Magnesium, Antioxidants, Omega-3","Saturated Fat, Sodium","Saturated Fat: 20 g, Sodium: 2300 mg"
Migraine,"red meat, fried food, sugar",Antioxidants,"Fat, Caffeine, Cholesterol, Sodium","Fat: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg, Sodium: 2300 mg"
Gout,"mutton, chicken, alcohol, organ meats",Antioxidants,"Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar",Potassium,"Sodium, Alcohol, Caffeine","Sodium: 2300 mg, Alcohol: 100 g, Caffeine: 100 mg"
Migraine - Stage 2,"red meat, fried food, sugar","Fiber, Antioxidants","Sodium, Calories, Carbohydrates, Caffeine","Sodium: 2300 mg, Calories: 800 kcal, Carbohydrates: 100 g, Caffeine: 100 mg"
Sleep Apnea,"red meat, fried food, sugar",Fiber,"Sodium, Saturated Fat, Sugar","Sodium: 2300 mg, Saturated Fat: 20 g, Sugar: 36 g"
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Potassium, Fiber",Calories,Calories: 800 kcal
Celiac Disease,"wheat, barley, rye","Fiber, Magnesium, Antioxidants","Saturated Fat, Alcohol, Sodium, Caffeine","Saturated Fat: 20 g, Alcohol: 100 g, Sodium: 2300 mg, Caffeine: 100 mg"
Prediabetes,"sugar, white rice, soda, sweets","Magnesium, Potassium, Fiber",Calories,Calories: 800 kcal
Celiac Disease - Stage 1,"wheat, barley, rye","Fiber, Omega-3, Potassium","Saturated Fat, Calories","Saturated Fat: 20 g, Calories: 800 kcal"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Vitamin C, Fiber, Magnesium","Alcohol, Cholesterol, Caffeine","Alcohol: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Celiac Disease,"wheat, barley, rye","Magnesium, Fiber",Alcohol,Alcohol: 100 g
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Antioxidants, Fiber",Fat,Fat: 100 g
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Antioxidants, Vitamin C","Caffeine, Carbohydrates, Sodium","Caffeine: 100 mg, Carbohydrates: 100 g, Sodium: 2300 mg"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Vitamin C, Omega-3, Fiber",Calories,Calories: 800 kcal
Atherosclerosis - Stage 3,"red meat, fried food, sugar","Potassium, Magnesium, Omega-3","Sugar, Alcohol","Sugar: 36 g, Alcohol: 100 g"
Hyperlipidemia,"red meat, fried food, sugar","Vitamin C, Fiber, Omega-3",Cholesterol,Cholesterol: 300 mg
Celiac Disease,"wheat, barley, rye","Antioxidants, Fiber","Saturated Fat, Alcohol, Sugar, Sodium","Saturated Fat: 20 g, Alcohol: 100 g, Sugar: 36 g, Sodium: 2300 mg"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Potassium, Fiber","Caffeine, Fat, Saturated Fat, Sodium","Caffeine: 100 mg, Fat: 100 g, Saturated Fat: 20 g, Sodium: 2300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Antioxidants, Fiber","Cholesterol, Carbohydrates, Alcohol","Cholesterol: 300 mg, Carbohydrates: 100 g, Alcohol: 100 g"
Liver Cirrhosis - Stage 3,"alcohol, fried foods, red meat","Vitamin C, Antioxidants",Cholesterol,Cholesterol: 300 mg
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Vitamin C, Magnesium, Fiber","Fat, Calories, Carbohydrates, Alcohol","Fat: 100 g, Calories: 800 kcal, Carbohydrates: 100 g, Alcohol: 100 g"
Hyperlipidemia,"red meat, fried food, sugar",Fiber,"Saturated Fat, Caffeine","Saturated Fat: 20 g, Caffeine: 100 mg"
Type 2 Diabetes,"sugar, white rice, soda, sweets",Fiber,"Sodium, Calories, Saturated Fat, Sugar","Sodium: 2300 mg, Calories: 800 kcal, Saturated Fat: 20 g, Sugar: 36 g"
Migraine,"red meat, fried food, sugar",Omega-3,"Saturated Fat, Caffeine, Alcohol, Fat","Saturated Fat: 20 g, Caffeine: 100 mg, Alcohol: 100 g, Fat: 100 g"
Hypertension,"salt, pickles, canned soup, bacon",Antioxidants,"Cholesterol, Sugar","Cholesterol: 300 mg, Sugar: 36 g"
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar","Fiber, Antioxidants, Omega-3","Calories, Saturated Fat, Alcohol","Calories: 800 kcal, Saturated Fat: 20 g, Alcohol: 100 g"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Omega-3, Fiber, Antioxidants","Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Obesity - Stage 3,"junk food, soda, sweets, fried items","Fiber, Antioxidants","Sugar, Caffeine, Calories","Sugar: 36 g, Caffeine: 100 mg, Calories: 800 kcal"
Celiac Disease,"wheat, barley, rye",Antioxidants,"Sugar, Alcohol, Cholesterol, Calories","Sugar: 36 g, Alcohol: 100 g, Cholesterol: 300 mg, Calories: 800 kcal"
Obesity,"junk food, soda, sweets, fried items",Fiber,"Cholesterol, Alcohol, Carbohydrates, Fat","Cholesterol: 300 mg, Alcohol: 100 g, Carbohydrates: 100 g, Fat: 100 g"
Obesity - Stage 3,"junk food, soda, sweets, fried items","Antioxidants, Omega-3",Carbohydrates,Carbohydrates: 100 g
Liver Cirrhosis - Stage 2,"alcohol, fried foods, red meat","Antioxidants, Fiber, Omega-3","Cholesterol, Saturated Fat, Alcohol","Cholesterol: 300 mg, Saturated Fat: 20 g, Alcohol: 100 g"
Hypothyroidism,"red meat, fried food, sugar","Vitamin C, Fiber",Calories,Calories: 800 kcal
Gout - Stage 2,"mutton, chicken, alcohol, organ meats","Antioxidants, Omega-3","Fat, Carbohydrates, Sodium","Fat: 100 g, Carbohydrates: 100 g, Sodium: 2300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Antioxidants, Vitamin C","Calories, Cholesterol, Caffeine, Alcohol","Calories: 800 kcal, Cholesterol: 300 mg, Caffeine: 100 mg, Alcohol: 100 g"
Celiac Disease - Stage 3,"wheat, barley, rye",Omega-3,Cholesterol,Cholesterol: 300 mg
Hypertension - Stage 2,"salt, pickles, canned soup, bacon",Omega-3,"Saturated Fat, Alcohol, Sugar, Cholesterol","Saturated Fat: 20 g, Alcohol: 100 g, Sugar: 36 g, Cholesterol: 300 mg"
Obesity - Stage 2,"junk food, soda, sweets, fried items","Vitamin C, Fiber, Antioxidants","Cholesterol, Sugar","Cholesterol: 300 mg, Sugar: 36 g"
Gout,"mutton, chicken, alcohol, organ meats",Vitamin C,"Alcohol, Sugar","Alcohol: 100 g, Sugar: 36 g"
GERD - Stage 2,"red meat, fried food, sugar",Omega-3,"Saturated Fat, Calories, Caffeine, Cholesterol","Saturated Fat: 20 g, Calories: 800 kcal, Caffeine: 100 mg, Cholesterol: 300 mg"
